序号,单词,文件
12743,sober,C:\GTT\EnglishDB\Words\s\sober.md
12744,sobering,C:\GTT\EnglishDB\Words\s\sobering.md
12745,sobriety,C:\GTT\EnglishDB\Words\s\sobriety.md
12746,soccer,C:\GTT\EnglishDB\Words\s\soccer.md
12747,social,C:\GTT\EnglishDB\Words\s\social.md
12748,socialism,C:\GTT\EnglishDB\Words\s\socialism.md
12749,socialist,C:\GTT\EnglishDB\Words\s\socialist.md
12750,socialite,C:\GTT\EnglishDB\Words\s\socialite.md
12751,socialization,C:\GTT\EnglishDB\Words\s\socialization.md
12752,socialize,C:\GTT\EnglishDB\Words\s\socialize.md
12753,socially,C:\GTT\EnglishDB\Words\s\socially.md
12754,societal,C:\GTT\EnglishDB\Words\s\societal.md
12755,society,C:\GTT\EnglishDB\Words\s\society.md
12756,sociological,C:\GTT\EnglishDB\Words\s\sociological.md
12757,sociologist,C:\GTT\EnglishDB\Words\s\sociologist.md
12758,sociology,C:\GTT\EnglishDB\Words\s\sociology.md
12759,sock,C:\GTT\EnglishDB\Words\s\sock.md
12760,socket,C:\GTT\EnglishDB\Words\s\socket.md
12761,sod,C:\GTT\EnglishDB\Words\s\sod.md
12762,soda,C:\GTT\EnglishDB\Words\s\soda.md
12763,sodium,C:\GTT\EnglishDB\Words\s\sodium.md
12764,sofa,C:\GTT\EnglishDB\Words\s\sofa.md
12765,soft,C:\GTT\EnglishDB\Words\s\soft.md
12766,softball,C:\GTT\EnglishDB\Words\s\softball.md
12767,soften,C:\GTT\EnglishDB\Words\s\soften.md
12768,softly,C:\GTT\EnglishDB\Words\s\softly.md
12769,softness,C:\GTT\EnglishDB\Words\s\softness.md
12770,software,C:\GTT\EnglishDB\Words\s\software.md
12771,soggy,C:\GTT\EnglishDB\Words\s\soggy.md
12772,soil,C:\GTT\EnglishDB\Words\s\soil.md
12773,sojourn,C:\GTT\EnglishDB\Words\s\sojourn.md
12774,solace,C:\GTT\EnglishDB\Words\s\solace.md
12775,solar,C:\GTT\EnglishDB\Words\s\solar.md
12776,soldier,C:\GTT\EnglishDB\Words\s\soldier.md
12777,sole,C:\GTT\EnglishDB\Words\s\sole.md
12778,solely,C:\GTT\EnglishDB\Words\s\solely.md
12779,solemn,C:\GTT\EnglishDB\Words\s\solemn.md
12780,solemnly,C:\GTT\EnglishDB\Words\s\solemnly.md
12781,solicit,C:\GTT\EnglishDB\Words\s\solicit.md
12782,solicitation,C:\GTT\EnglishDB\Words\s\solicitation.md
12783,solicitor,C:\GTT\EnglishDB\Words\s\solicitor.md
12784,solid,C:\GTT\EnglishDB\Words\s\solid.md
12785,solidarity,C:\GTT\EnglishDB\Words\s\solidarity.md
12786,solidify,C:\GTT\EnglishDB\Words\s\solidify.md
12787,solidly,C:\GTT\EnglishDB\Words\s\solidly.md
12788,solitary,C:\GTT\EnglishDB\Words\s\solitary.md
12789,solitude,C:\GTT\EnglishDB\Words\s\solitude.md
12790,solo,C:\GTT\EnglishDB\Words\s\solo.md
12791,soloist,C:\GTT\EnglishDB\Words\s\soloist.md
12792,solstice,C:\GTT\EnglishDB\Words\s\solstice.md
12793,soluble,C:\GTT\EnglishDB\Words\s\soluble.md
12794,solution,C:\GTT\EnglishDB\Words\s\solution.md
12795,solve,C:\GTT\EnglishDB\Words\s\solve.md
12796,solvent,C:\GTT\EnglishDB\Words\s\solvent.md
12797,solving,C:\GTT\EnglishDB\Words\s\solving.md
12798,somatic,C:\GTT\EnglishDB\Words\s\somatic.md
12799,somber,C:\GTT\EnglishDB\Words\s\somber.md
12800,some,C:\GTT\EnglishDB\Words\s\some.md
12801,somebody,C:\GTT\EnglishDB\Words\s\somebody.md
12802,someday,C:\GTT\EnglishDB\Words\s\someday.md
12803,somehow,C:\GTT\EnglishDB\Words\s\somehow.md
12804,someone,C:\GTT\EnglishDB\Words\s\someone.md
12805,someplace,C:\GTT\EnglishDB\Words\s\someplace.md
12806,something,C:\GTT\EnglishDB\Words\s\something.md
12807,sometime,C:\GTT\EnglishDB\Words\s\sometime.md
12808,sometimes,C:\GTT\EnglishDB\Words\s\sometimes.md
12809,somewhat,C:\GTT\EnglishDB\Words\s\somewhat.md
12810,somewhere,C:\GTT\EnglishDB\Words\s\somewhere.md
12811,son,C:\GTT\EnglishDB\Words\s\son.md
12812,sonar,C:\GTT\EnglishDB\Words\s\sonar.md
12813,song,C:\GTT\EnglishDB\Words\s\song.md
12814,songbird,C:\GTT\EnglishDB\Words\s\songbird.md
12815,sonic,C:\GTT\EnglishDB\Words\s\sonic.md
12816,sonnet,C:\GTT\EnglishDB\Words\s\sonnet.md
12817,soon,C:\GTT\EnglishDB\Words\s\soon.md
12818,soot,C:\GTT\EnglishDB\Words\s\soot.md
12819,soothe,C:\GTT\EnglishDB\Words\s\soothe.md
12820,soothing,C:\GTT\EnglishDB\Words\s\soothing.md
12821,sophisticated,C:\GTT\EnglishDB\Words\s\sophisticated.md
12822,sophistication,C:\GTT\EnglishDB\Words\s\sophistication.md
12823,sophomore,C:\GTT\EnglishDB\Words\s\sophomore.md
12824,soprano,C:\GTT\EnglishDB\Words\s\soprano.md
12825,sorcerer,C:\GTT\EnglishDB\Words\s\sorcerer.md
12826,sorcery,C:\GTT\EnglishDB\Words\s\sorcery.md
12827,sordid,C:\GTT\EnglishDB\Words\s\sordid.md
12828,sore,C:\GTT\EnglishDB\Words\s\sore.md
12829,sorely,C:\GTT\EnglishDB\Words\s\sorely.md
12830,sorority,C:\GTT\EnglishDB\Words\s\sorority.md
12831,sorrow,C:\GTT\EnglishDB\Words\s\sorrow.md
12832,sorry,C:\GTT\EnglishDB\Words\s\sorry.md
12833,sort,C:\GTT\EnglishDB\Words\s\sort.md
12834,sortie,C:\GTT\EnglishDB\Words\s\sortie.md
12835,souffle,C:\GTT\EnglishDB\Words\s\souffle.md
12836,soul,C:\GTT\EnglishDB\Words\s\soul.md
12837,soulful,C:\GTT\EnglishDB\Words\s\soulful.md
12838,sound,C:\GTT\EnglishDB\Words\s\sound.md
12839,sounding,C:\GTT\EnglishDB\Words\s\sounding.md
12840,soundly,C:\GTT\EnglishDB\Words\s\soundly.md
12841,sour,C:\GTT\EnglishDB\Words\s\sour.md
12842,source,C:\GTT\EnglishDB\Words\s\source.md
12843,south,C:\GTT\EnglishDB\Words\s\south.md
12844,southeast,C:\GTT\EnglishDB\Words\s\southeast.md
12845,southeastern,C:\GTT\EnglishDB\Words\s\southeastern.md
12846,southern,C:\GTT\EnglishDB\Words\s\southern.md
12847,southward,C:\GTT\EnglishDB\Words\s\southward.md
12848,southwest,C:\GTT\EnglishDB\Words\s\southwest.md
12849,southwestern,C:\GTT\EnglishDB\Words\s\southwestern.md
12850,souvenir,C:\GTT\EnglishDB\Words\s\souvenir.md
12851,sovereign,C:\GTT\EnglishDB\Words\s\sovereign.md
12852,sovereignty,C:\GTT\EnglishDB\Words\s\sovereignty.md
12853,sow,C:\GTT\EnglishDB\Words\s\sow.md
12854,soy,C:\GTT\EnglishDB\Words\s\soy.md
12855,soybean,C:\GTT\EnglishDB\Words\s\soybean.md
12856,spa,C:\GTT\EnglishDB\Words\s\spa.md
12857,space,C:\GTT\EnglishDB\Words\s\space.md
12858,spacecraft,C:\GTT\EnglishDB\Words\s\spacecraft.md
12859,spaceship,C:\GTT\EnglishDB\Words\s\spaceship.md
12860,spacing,C:\GTT\EnglishDB\Words\s\spacing.md
12861,spacious,C:\GTT\EnglishDB\Words\s\spacious.md
12862,spade,C:\GTT\EnglishDB\Words\s\spade.md
12863,spaghetti,C:\GTT\EnglishDB\Words\s\spaghetti.md
12864,span,C:\GTT\EnglishDB\Words\s\span.md
12865,spank,C:\GTT\EnglishDB\Words\s\spank.md
12866,spar,C:\GTT\EnglishDB\Words\s\spar.md
12867,spare,C:\GTT\EnglishDB\Words\s\spare.md
12868,sparingly,C:\GTT\EnglishDB\Words\s\sparingly.md
12869,spark,C:\GTT\EnglishDB\Words\s\spark.md
12870,sparkle,C:\GTT\EnglishDB\Words\s\sparkle.md
12871,sparkling,C:\GTT\EnglishDB\Words\s\sparkling.md
12872,sparrow,C:\GTT\EnglishDB\Words\s\sparrow.md
12873,sparse,C:\GTT\EnglishDB\Words\s\sparse.md
12874,sparsely,C:\GTT\EnglishDB\Words\s\sparsely.md
12875,spasm,C:\GTT\EnglishDB\Words\s\spasm.md
12876,spate,C:\GTT\EnglishDB\Words\s\spate.md
12877,spatial,C:\GTT\EnglishDB\Words\s\spatial.md
12878,spatter,C:\GTT\EnglishDB\Words\s\spatter.md
12879,spatula,C:\GTT\EnglishDB\Words\s\spatula.md
12880,spawn,C:\GTT\EnglishDB\Words\s\spawn.md
12881,speak,C:\GTT\EnglishDB\Words\s\speak.md
12882,speaker,C:\GTT\EnglishDB\Words\s\speaker.md
12883,speaking,C:\GTT\EnglishDB\Words\s\speaking.md
12884,spear,C:\GTT\EnglishDB\Words\s\spear.md
12885,spearhead,C:\GTT\EnglishDB\Words\s\spearhead.md
12886,spec,C:\GTT\EnglishDB\Words\s\spec.md
12887,special,C:\GTT\EnglishDB\Words\s\special.md
12888,specialist,C:\GTT\EnglishDB\Words\s\specialist.md
12889,specialization,C:\GTT\EnglishDB\Words\s\specialization.md
12890,specialize,C:\GTT\EnglishDB\Words\s\specialize.md
12891,specially,C:\GTT\EnglishDB\Words\s\specially.md
12892,specialty,C:\GTT\EnglishDB\Words\s\specialty.md
12893,species,C:\GTT\EnglishDB\Words\s\species.md
12894,specific,C:\GTT\EnglishDB\Words\s\specific.md
12895,specifically,C:\GTT\EnglishDB\Words\s\specifically.md
12896,specification,C:\GTT\EnglishDB\Words\s\specification.md
12897,specify,C:\GTT\EnglishDB\Words\s\specify.md
12898,specimen,C:\GTT\EnglishDB\Words\s\specimen.md
12899,speck,C:\GTT\EnglishDB\Words\s\speck.md
12900,speckled,C:\GTT\EnglishDB\Words\s\speckled.md
12901,spectacle,C:\GTT\EnglishDB\Words\s\spectacle.md
12902,spectacular,C:\GTT\EnglishDB\Words\s\spectacular.md
12903,spectator,C:\GTT\EnglishDB\Words\s\spectator.md
12904,spectral,C:\GTT\EnglishDB\Words\s\spectral.md
12905,spectrometer,C:\GTT\EnglishDB\Words\s\spectrometer.md
12906,spectrum,C:\GTT\EnglishDB\Words\s\spectrum.md
12907,speculate,C:\GTT\EnglishDB\Words\s\speculate.md
12908,speculation,C:\GTT\EnglishDB\Words\s\speculation.md
12909,speculative,C:\GTT\EnglishDB\Words\s\speculative.md
12910,speculator,C:\GTT\EnglishDB\Words\s\speculator.md
12911,speech,C:\GTT\EnglishDB\Words\s\speech.md
12912,speechless,C:\GTT\EnglishDB\Words\s\speechless.md
12913,speechwriter,C:\GTT\EnglishDB\Words\s\speechwriter.md
12914,speed,C:\GTT\EnglishDB\Words\s\speed.md
12915,speeding,C:\GTT\EnglishDB\Words\s\speeding.md
12916,speedy,C:\GTT\EnglishDB\Words\s\speedy.md
12917,spell,C:\GTT\EnglishDB\Words\s\spell.md
12918,spelling,C:\GTT\EnglishDB\Words\s\spelling.md
12919,spend,C:\GTT\EnglishDB\Words\s\spend.md
12920,spender,C:\GTT\EnglishDB\Words\s\spender.md
12921,spending,C:\GTT\EnglishDB\Words\s\spending.md
12922,spent,C:\GTT\EnglishDB\Words\s\spent.md
12923,sperm,C:\GTT\EnglishDB\Words\s\sperm.md
12924,spew,C:\GTT\EnglishDB\Words\s\spew.md
12925,sphere,C:\GTT\EnglishDB\Words\s\sphere.md
12926,spherical,C:\GTT\EnglishDB\Words\s\spherical.md
12927,spice,C:\GTT\EnglishDB\Words\s\spice.md
12928,spicy,C:\GTT\EnglishDB\Words\s\spicy.md
12929,spider,C:\GTT\EnglishDB\Words\s\spider.md
12930,spike,C:\GTT\EnglishDB\Words\s\spike.md
12931,spiky,C:\GTT\EnglishDB\Words\s\spiky.md
12932,spill,C:\GTT\EnglishDB\Words\s\spill.md
12933,spin,C:\GTT\EnglishDB\Words\s\spin.md
12934,spinach,C:\GTT\EnglishDB\Words\s\spinach.md
12935,spinal,C:\GTT\EnglishDB\Words\s\spinal.md
12936,spindle,C:\GTT\EnglishDB\Words\s\spindle.md
12937,spindly,C:\GTT\EnglishDB\Words\s\spindly.md
12938,spine,C:\GTT\EnglishDB\Words\s\spine.md
12939,spinner,C:\GTT\EnglishDB\Words\s\spinner.md
12940,spinning,C:\GTT\EnglishDB\Words\s\spinning.md
12941,spiral,C:\GTT\EnglishDB\Words\s\spiral.md
12942,spire,C:\GTT\EnglishDB\Words\s\spire.md
12943,spirit,C:\GTT\EnglishDB\Words\s\spirit.md
12944,spirited,C:\GTT\EnglishDB\Words\s\spirited.md
12945,spiritual,C:\GTT\EnglishDB\Words\s\spiritual.md
12946,spirituality,C:\GTT\EnglishDB\Words\s\spirituality.md
12947,spiritually,C:\GTT\EnglishDB\Words\s\spiritually.md
12948,spit,C:\GTT\EnglishDB\Words\s\spit.md
12949,spite,C:\GTT\EnglishDB\Words\s\spite.md
12950,splash,C:\GTT\EnglishDB\Words\s\splash.md
12951,splatter,C:\GTT\EnglishDB\Words\s\splatter.md
12952,splay,C:\GTT\EnglishDB\Words\s\splay.md
12953,spleen,C:\GTT\EnglishDB\Words\s\spleen.md
12954,splendid,C:\GTT\EnglishDB\Words\s\splendid.md
12955,splendor,C:\GTT\EnglishDB\Words\s\splendor.md
12956,splice,C:\GTT\EnglishDB\Words\s\splice.md
12957,splinter,C:\GTT\EnglishDB\Words\s\splinter.md
12958,split,C:\GTT\EnglishDB\Words\s\split.md
12959,splitting,C:\GTT\EnglishDB\Words\s\splitting.md
12960,splurge,C:\GTT\EnglishDB\Words\s\splurge.md
12961,spoil,C:\GTT\EnglishDB\Words\s\spoil.md
12962,spoke,C:\GTT\EnglishDB\Words\s\spoke.md
12963,spoken,C:\GTT\EnglishDB\Words\s\spoken.md
12964,spokesman,C:\GTT\EnglishDB\Words\s\spokesman.md
12965,spokeswoman,C:\GTT\EnglishDB\Words\s\spokeswoman.md
12966,sponge,C:\GTT\EnglishDB\Words\s\sponge.md
12967,spongy,C:\GTT\EnglishDB\Words\s\spongy.md
12968,sponsor,C:\GTT\EnglishDB\Words\s\sponsor.md
12969,sponsorship,C:\GTT\EnglishDB\Words\s\sponsorship.md
12970,spontaneity,C:\GTT\EnglishDB\Words\s\spontaneity.md
12971,spontaneous,C:\GTT\EnglishDB\Words\s\spontaneous.md
12972,spontaneously,C:\GTT\EnglishDB\Words\s\spontaneously.md
12973,spook,C:\GTT\EnglishDB\Words\s\spook.md
12974,spooky,C:\GTT\EnglishDB\Words\s\spooky.md
12975,spool,C:\GTT\EnglishDB\Words\s\spool.md
12976,spoon,C:\GTT\EnglishDB\Words\s\spoon.md
12977,spoonful,C:\GTT\EnglishDB\Words\s\spoonful.md
12978,sporadic,C:\GTT\EnglishDB\Words\s\sporadic.md
12979,sporadically,C:\GTT\EnglishDB\Words\s\sporadically.md
12980,spore,C:\GTT\EnglishDB\Words\s\spore.md
12981,sport,C:\GTT\EnglishDB\Words\s\sport.md
12982,sporting,C:\GTT\EnglishDB\Words\s\sporting.md
12983,sportsman,C:\GTT\EnglishDB\Words\s\sportsman.md
12984,sportsmanship,C:\GTT\EnglishDB\Words\s\sportsmanship.md
12985,sportswriter,C:\GTT\EnglishDB\Words\s\sportswriter.md
12986,sporty,C:\GTT\EnglishDB\Words\s\sporty.md
12987,spot,C:\GTT\EnglishDB\Words\s\spot.md
12988,spotless,C:\GTT\EnglishDB\Words\s\spotless.md
12989,spotlight,C:\GTT\EnglishDB\Words\s\spotlight.md
12990,spotted,C:\GTT\EnglishDB\Words\s\spotted.md
12991,spotty,C:\GTT\EnglishDB\Words\s\spotty.md
12992,spousal,C:\GTT\EnglishDB\Words\s\spousal.md
12993,spouse,C:\GTT\EnglishDB\Words\s\spouse.md
12994,spout,C:\GTT\EnglishDB\Words\s\spout.md
12995,sprawl,C:\GTT\EnglishDB\Words\s\sprawl.md
12996,spray,C:\GTT\EnglishDB\Words\s\spray.md
12997,spread,C:\GTT\EnglishDB\Words\s\spread.md
12998,spreading,C:\GTT\EnglishDB\Words\s\spreading.md
12999,spreadsheet,C:\GTT\EnglishDB\Words\s\spreadsheet.md
13000,spree,C:\GTT\EnglishDB\Words\s\spree.md
13001,sprig,C:\GTT\EnglishDB\Words\s\sprig.md
13002,spring,C:\GTT\EnglishDB\Words\s\spring.md
13003,springboard,C:\GTT\EnglishDB\Words\s\springboard.md
13004,springtime,C:\GTT\EnglishDB\Words\s\springtime.md
13005,sprinkle,C:\GTT\EnglishDB\Words\s\sprinkle.md
13006,sprinkler,C:\GTT\EnglishDB\Words\s\sprinkler.md
13007,sprinkling,C:\GTT\EnglishDB\Words\s\sprinkling.md
13008,sprint,C:\GTT\EnglishDB\Words\s\sprint.md
13009,sprinter,C:\GTT\EnglishDB\Words\s\sprinter.md
13010,sprout,C:\GTT\EnglishDB\Words\s\sprout.md
13011,spruce,C:\GTT\EnglishDB\Words\s\spruce.md
13012,spur,C:\GTT\EnglishDB\Words\s\spur.md
13013,spurious,C:\GTT\EnglishDB\Words\s\spurious.md
13014,spurn,C:\GTT\EnglishDB\Words\s\spurn.md
13015,spurt,C:\GTT\EnglishDB\Words\s\spurt.md
13016,sputter,C:\GTT\EnglishDB\Words\s\sputter.md
13017,spy,C:\GTT\EnglishDB\Words\s\spy.md
13018,squabble,C:\GTT\EnglishDB\Words\s\squabble.md
13019,squad,C:\GTT\EnglishDB\Words\s\squad.md
13020,squadron,C:\GTT\EnglishDB\Words\s\squadron.md
13021,squander,C:\GTT\EnglishDB\Words\s\squander.md
13022,square,C:\GTT\EnglishDB\Words\s\square.md
13023,squarely,C:\GTT\EnglishDB\Words\s\squarely.md
13024,squash,C:\GTT\EnglishDB\Words\s\squash.md
13025,squat,C:\GTT\EnglishDB\Words\s\squat.md
13026,squatter,C:\GTT\EnglishDB\Words\s\squatter.md
13027,squawk,C:\GTT\EnglishDB\Words\s\squawk.md
13028,squeak,C:\GTT\EnglishDB\Words\s\squeak.md
13029,squeaky,C:\GTT\EnglishDB\Words\s\squeaky.md
13030,squeal,C:\GTT\EnglishDB\Words\s\squeal.md
13031,squeeze,C:\GTT\EnglishDB\Words\s\squeeze.md
13032,squelch,C:\GTT\EnglishDB\Words\s\squelch.md
13033,squid,C:\GTT\EnglishDB\Words\s\squid.md
13034,squint,C:\GTT\EnglishDB\Words\s\squint.md
13035,squirm,C:\GTT\EnglishDB\Words\s\squirm.md
13036,squirrel,C:\GTT\EnglishDB\Words\s\squirrel.md
13037,squirt,C:\GTT\EnglishDB\Words\s\squirt.md
13038,stab,C:\GTT\EnglishDB\Words\s\stab.md
13039,stability,C:\GTT\EnglishDB\Words\s\stability.md
13040,stabilization,C:\GTT\EnglishDB\Words\s\stabilization.md
13041,stabilize,C:\GTT\EnglishDB\Words\s\stabilize.md
13042,stable,C:\GTT\EnglishDB\Words\s\stable.md
13043,staccato,C:\GTT\EnglishDB\Words\s\staccato.md
13044,stack,C:\GTT\EnglishDB\Words\s\stack.md
13045,stadium,C:\GTT\EnglishDB\Words\s\stadium.md
13046,staff,C:\GTT\EnglishDB\Words\s\staff.md
13047,staffer,C:\GTT\EnglishDB\Words\s\staffer.md
13048,stag,C:\GTT\EnglishDB\Words\s\stag.md
13049,stage,C:\GTT\EnglishDB\Words\s\stage.md
13050,stagger,C:\GTT\EnglishDB\Words\s\stagger.md
13051,staggering,C:\GTT\EnglishDB\Words\s\staggering.md
13052,staging,C:\GTT\EnglishDB\Words\s\staging.md
13053,stagnant,C:\GTT\EnglishDB\Words\s\stagnant.md
13054,stagnate,C:\GTT\EnglishDB\Words\s\stagnate.md
13055,stagnation,C:\GTT\EnglishDB\Words\s\stagnation.md
13056,staid,C:\GTT\EnglishDB\Words\s\staid.md
13057,stain,C:\GTT\EnglishDB\Words\s\stain.md
13058,stainless,C:\GTT\EnglishDB\Words\s\stainless.md
13059,stair,C:\GTT\EnglishDB\Words\s\stair.md
13060,staircase,C:\GTT\EnglishDB\Words\s\staircase.md
13061,stairs,C:\GTT\EnglishDB\Words\s\stairs.md
13062,stairway,C:\GTT\EnglishDB\Words\s\stairway.md
13063,stake,C:\GTT\EnglishDB\Words\s\stake.md
13064,stakeholder,C:\GTT\EnglishDB\Words\s\stakeholder.md
13065,stale,C:\GTT\EnglishDB\Words\s\stale.md
13066,stalemate,C:\GTT\EnglishDB\Words\s\stalemate.md
13067,stalk,C:\GTT\EnglishDB\Words\s\stalk.md
13068,stalker,C:\GTT\EnglishDB\Words\s\stalker.md
13069,stall,C:\GTT\EnglishDB\Words\s\stall.md
13070,stallion,C:\GTT\EnglishDB\Words\s\stallion.md
13071,stalwart,C:\GTT\EnglishDB\Words\s\stalwart.md
13072,stamina,C:\GTT\EnglishDB\Words\s\stamina.md
13073,stammer,C:\GTT\EnglishDB\Words\s\stammer.md
13074,stamp,C:\GTT\EnglishDB\Words\s\stamp.md
13075,stampede,C:\GTT\EnglishDB\Words\s\stampede.md
13076,stance,C:\GTT\EnglishDB\Words\s\stance.md
13077,stand,C:\GTT\EnglishDB\Words\s\stand.md
13078,standard,C:\GTT\EnglishDB\Words\s\standard.md
13079,standardization,C:\GTT\EnglishDB\Words\s\standardization.md
13080,standardize,C:\GTT\EnglishDB\Words\s\standardize.md
13081,standby,C:\GTT\EnglishDB\Words\s\standby.md
13082,standing,C:\GTT\EnglishDB\Words\s\standing.md
13083,standoff,C:\GTT\EnglishDB\Words\s\standoff.md
13084,standout,C:\GTT\EnglishDB\Words\s\standout.md
13085,standpoint,C:\GTT\EnglishDB\Words\s\standpoint.md
13086,standstill,C:\GTT\EnglishDB\Words\s\standstill.md
13087,stanza,C:\GTT\EnglishDB\Words\s\stanza.md
13088,staple,C:\GTT\EnglishDB\Words\s\staple.md
13089,star,C:\GTT\EnglishDB\Words\s\star.md
13090,starboard,C:\GTT\EnglishDB\Words\s\starboard.md
13091,starch,C:\GTT\EnglishDB\Words\s\starch.md
13092,starched,C:\GTT\EnglishDB\Words\s\starched.md
13093,stardom,C:\GTT\EnglishDB\Words\s\stardom.md
13094,stare,C:\GTT\EnglishDB\Words\s\stare.md
13095,stark,C:\GTT\EnglishDB\Words\s\stark.md
13096,starlight,C:\GTT\EnglishDB\Words\s\starlight.md
13097,starry,C:\GTT\EnglishDB\Words\s\starry.md
13098,start,C:\GTT\EnglishDB\Words\s\start.md
13099,starter,C:\GTT\EnglishDB\Words\s\starter.md
13100,starting,C:\GTT\EnglishDB\Words\s\starting.md
13101,startle,C:\GTT\EnglishDB\Words\s\startle.md
13102,startled,C:\GTT\EnglishDB\Words\s\startled.md
13103,startling,C:\GTT\EnglishDB\Words\s\startling.md
13104,starvation,C:\GTT\EnglishDB\Words\s\starvation.md
13105,starve,C:\GTT\EnglishDB\Words\s\starve.md
13106,stash,C:\GTT\EnglishDB\Words\s\stash.md
13107,stasis,C:\GTT\EnglishDB\Words\s\stasis.md
13108,state,C:\GTT\EnglishDB\Words\s\state.md
13109,stated,C:\GTT\EnglishDB\Words\s\stated.md
13110,statehood,C:\GTT\EnglishDB\Words\s\statehood.md
13111,stately,C:\GTT\EnglishDB\Words\s\stately.md
13112,statement,C:\GTT\EnglishDB\Words\s\statement.md
13113,stateroom,C:\GTT\EnglishDB\Words\s\stateroom.md
13114,statesman,C:\GTT\EnglishDB\Words\s\statesman.md
13115,statewide,C:\GTT\EnglishDB\Words\s\statewide.md
13116,static,C:\GTT\EnglishDB\Words\s\static.md
13117,station,C:\GTT\EnglishDB\Words\s\station.md
13118,stationary,C:\GTT\EnglishDB\Words\s\stationary.md
13119,stationery,C:\GTT\EnglishDB\Words\s\stationery.md
13120,statistic,C:\GTT\EnglishDB\Words\s\statistic.md
13121,statistical,C:\GTT\EnglishDB\Words\s\statistical.md
13122,statistically,C:\GTT\EnglishDB\Words\s\statistically.md
13123,statistician,C:\GTT\EnglishDB\Words\s\statistician.md
13124,statistics,C:\GTT\EnglishDB\Words\s\statistics.md
13125,statue,C:\GTT\EnglishDB\Words\s\statue.md
13126,stature,C:\GTT\EnglishDB\Words\s\stature.md
13127,status,C:\GTT\EnglishDB\Words\s\status.md
13128,statute,C:\GTT\EnglishDB\Words\s\statute.md
13129,statutory,C:\GTT\EnglishDB\Words\s\statutory.md
13130,staunch,C:\GTT\EnglishDB\Words\s\staunch.md
13131,stave,C:\GTT\EnglishDB\Words\s\stave.md
13132,stay,C:\GTT\EnglishDB\Words\s\stay.md
13133,steadfast,C:\GTT\EnglishDB\Words\s\steadfast.md
13134,steadfastly,C:\GTT\EnglishDB\Words\s\steadfastly.md
13135,steadily,C:\GTT\EnglishDB\Words\s\steadily.md
13136,steady,C:\GTT\EnglishDB\Words\s\steady.md
13137,steak,C:\GTT\EnglishDB\Words\s\steak.md
13138,steal,C:\GTT\EnglishDB\Words\s\steal.md
13139,stealth,C:\GTT\EnglishDB\Words\s\stealth.md
13140,steam,C:\GTT\EnglishDB\Words\s\steam.md
13141,steamer,C:\GTT\EnglishDB\Words\s\steamer.md
13142,steamy,C:\GTT\EnglishDB\Words\s\steamy.md
13143,steel,C:\GTT\EnglishDB\Words\s\steel.md
13144,steely,C:\GTT\EnglishDB\Words\s\steely.md
13145,steep,C:\GTT\EnglishDB\Words\s\steep.md
13146,steeple,C:\GTT\EnglishDB\Words\s\steeple.md
13147,steeply,C:\GTT\EnglishDB\Words\s\steeply.md
13148,steer,C:\GTT\EnglishDB\Words\s\steer.md
13149,steering,C:\GTT\EnglishDB\Words\s\steering.md
13150,stellar,C:\GTT\EnglishDB\Words\s\stellar.md
13151,stem,C:\GTT\EnglishDB\Words\s\stem.md
13152,stench,C:\GTT\EnglishDB\Words\s\stench.md
13153,step,C:\GTT\EnglishDB\Words\s\step.md
13154,stepfather,C:\GTT\EnglishDB\Words\s\stepfather.md
13155,stepmother,C:\GTT\EnglishDB\Words\s\stepmother.md
13156,steppe,C:\GTT\EnglishDB\Words\s\steppe.md
13157,stereo,C:\GTT\EnglishDB\Words\s\stereo.md
13158,stereotype,C:\GTT\EnglishDB\Words\s\stereotype.md
13159,stereotyped,C:\GTT\EnglishDB\Words\s\stereotyped.md
13160,sterile,C:\GTT\EnglishDB\Words\s\sterile.md
13161,sterilize,C:\GTT\EnglishDB\Words\s\sterilize.md
13162,sterling,C:\GTT\EnglishDB\Words\s\sterling.md
13163,stern,C:\GTT\EnglishDB\Words\s\stern.md
13164,sternly,C:\GTT\EnglishDB\Words\s\sternly.md
13165,stethoscope,C:\GTT\EnglishDB\Words\s\stethoscope.md
13166,stew,C:\GTT\EnglishDB\Words\s\stew.md
13167,steward,C:\GTT\EnglishDB\Words\s\steward.md
13168,stewardship,C:\GTT\EnglishDB\Words\s\stewardship.md
13169,stick,C:\GTT\EnglishDB\Words\s\stick.md
13170,sticker,C:\GTT\EnglishDB\Words\s\sticker.md
13171,sticking,C:\GTT\EnglishDB\Words\s\sticking.md
13172,sticky,C:\GTT\EnglishDB\Words\s\sticky.md
13173,stiff,C:\GTT\EnglishDB\Words\s\stiff.md
13174,stiffen,C:\GTT\EnglishDB\Words\s\stiffen.md
13175,stiffly,C:\GTT\EnglishDB\Words\s\stiffly.md
13176,stiffness,C:\GTT\EnglishDB\Words\s\stiffness.md
13177,stifle,C:\GTT\EnglishDB\Words\s\stifle.md
13178,stigma,C:\GTT\EnglishDB\Words\s\stigma.md
13179,stigmatize,C:\GTT\EnglishDB\Words\s\stigmatize.md
13180,stiletto,C:\GTT\EnglishDB\Words\s\stiletto.md
13181,still,C:\GTT\EnglishDB\Words\s\still.md
13182,stillness,C:\GTT\EnglishDB\Words\s\stillness.md
13183,stilt,C:\GTT\EnglishDB\Words\s\stilt.md
13184,stimulant,C:\GTT\EnglishDB\Words\s\stimulant.md
