Word,Encoding,TokenIDs,TokenPieces,TokenCount,SingleToken,Token1,Piece1,Token2,Piece2,Token3,Piece3,Token4,Piece4,Token5,Piece5,Token6,Piece6,Token7,Piece7,Token8,Piece8,TokenID,GTT,GTT码,GTT字,Chinese,POS,Frequency
racketeering,o200k_base,197053 4539 3936,rack | ete | ering,3,NO,197053,rack,4539,ete,3936,ering,,,,,,,,,,,12393,,,,,,
racy,o200k_base,81 3805,r | acy,2,NO,81,r,3805,acy,,,,,,,,,,,,,12394,,,,,,
radar,o200k_base,19027 277,rad | ar,2,NO,19027,rad,277,ar,,,,,,,,,,,,,12395,,,,,,
radial,o200k_base,19027 563,rad | ial,2,NO,19027,rad,563,ial,,,,,,,,,,,,,12396,,,,,,
radiance,o200k_base,133960 766,radi | ance,2,NO,133960,radi,766,ance,,,,,,,,,,,,,12397,,,,,,
radiant,o200k_base,133960 493,radi | ant,2,NO,133960,radi,493,ant,,,,,,,,,,,,,12398,,,,,,
radiate,o200k_base,133960 379,radi | ate,2,NO,133960,radi,379,ate,,,,,,,,,,,,,12399,,,,,,
radiation,o200k_base,133960 387,radi | ation,2,NO,133960,radi,387,ation,,,,,,,,,,,,,12400,,,,,,
radiator,o200k_base,133960 1246,radi | ator,2,NO,133960,radi,1246,ator,,,,,,,,,,,,,12401,,,,,,
radical,o200k_base,19027 933,rad | ical,2,NO,19027,rad,933,ical,,,,,,,,,,,,,12402,,,,,,
radicalism,o200k_base,19027 933 2367,rad | ical | ism,3,NO,19027,rad,933,ical,2367,ism,,,,,,,,,,,12403,,,,,,
radically,o200k_base,19027 2905,rad | ically,2,NO,19027,rad,2905,ically,,,,,,,,,,,,,12404,,,,,,
radio,o200k_base,26273,radio,1,YES,26273,radio,,,,,,,,,,,,,,,12405,,,,,,
radioactive,o200k_base,26273 5039,radio | active,2,NO,26273,radio,5039,active,,,,,,,,,,,,,12406,,,,,,
radiologist,o200k_base,133960 25461,radi | ologist,2,NO,133960,radi,25461,ologist,,,,,,,,,,,,,12407,,,,,,
radish,o200k_base,19027 1109,rad | ish,2,NO,19027,rad,1109,ish,,,,,,,,,,,,,12408,,,,,,
radius,o200k_base,59580,radius,1,YES,59580,radius,,,,,,,,,,,,,,,12409,,,,,,
radon,o200k_base,19027 263,rad | on,2,NO,19027,rad,263,on,,,,,,,,,,,,,12410,,,,,,
raft,o200k_base,4055,raft,1,YES,4055,raft,,,,,,,,,,,,,,,12411,,,,,,
rafter,o200k_base,614 3657,ra | fter,2,NO,614,ra,3657,fter,,,,,,,,,,,,,12412,,,,,,
rafting,o200k_base,172790,rafting,1,YES,172790,rafting,,,,,,,,,,,,,,,12413,,,,,,
rag,o200k_base,17764,rag,1,YES,17764,rag,,,,,,,,,,,,,,,12414,,,,,,
rage,o200k_base,70799,rage,1,YES,70799,rage,,,,,,,,,,,,,,,12415,,,,,,
ragged,o200k_base,17764 5083,rag | ged,2,NO,17764,rag,5083,ged,,,,,,,,,,,,,12416,,,,,,
raging,o200k_base,81 4965,r | aging,2,NO,81,r,4965,aging,,,,,,,,,,,,,12417,,,,,,
raid,o200k_base,21363,raid,1,YES,21363,raid,,,,,,,,,,,,,,,12418,,,,,,
raider,o200k_base,614 1970,ra | ider,2,NO,614,ra,1970,ider,,,,,,,,,,,,,12419,,,,,,
rail,o200k_base,66046,rail,1,YES,66046,rail,,,,,,,,,,,,,,,12420,,,,,,
railing,o200k_base,614 10741,ra | iling,2,NO,614,ra,10741,iling,,,,,,,,,,,,,12421,,,,,,
railroad,o200k_base,66046 12086,rail | road,2,NO,66046,rail,12086,road,,,,,,,,,,,,,12422,,,,,,
railway,o200k_base,66046 3499,rail | way,2,NO,66046,rail,3499,way,,,,,,,,,,,,,12423,,,,,,
rain,o200k_base,39775,rain,1,YES,39775,rain,,,,,,,,,,,,,,,12424,,,,,,
rainbow,o200k_base,39775 24385,rain | bow,2,NO,39775,rain,24385,bow,,,,,,,,,,,,,12425,,,,,,
raincoat,o200k_base,39775 97983,rain | coat,2,NO,39775,rain,97983,coat,,,,,,,,,,,,,12426,,,,,,
raindrop,o200k_base,614 521 2283,ra | ind | rop,3,NO,614,ra,521,ind,2283,rop,,,,,,,,,,,12427,,,,,,
rainfall,o200k_base,39775 14229,rain | fall,2,NO,39775,rain,14229,fall,,,,,,,,,,,,,12428,,,,,,
rainforest,o200k_base,39775 76428,rain | forest,2,NO,39775,rain,76428,forest,,,,,,,,,,,,,12429,,,,,,
rainstorm,o200k_base,39775 40110,rain | storm,2,NO,39775,rain,40110,storm,,,,,,,,,,,,,12430,,,,,,
rainwater,o200k_base,39775 15373,rain | water,2,NO,39775,rain,15373,water,,,,,,,,,,,,,12431,,,,,,
rainy,o200k_base,39775 88,rain | y,2,NO,39775,rain,88,y,,,,,,,,,,,,,12432,,,,,,
raise,o200k_base,38383,raise,1,YES,38383,raise,,,,,,,,,,,,,,,12433,,,,,,
raised,o200k_base,143866,raised,1,YES,143866,raised,,,,,,,,,,,,,,,12434,,,,,,
raiser,o200k_base,67599,raiser,1,YES,67599,raiser,,,,,,,,,,,,,,,12435,,,,,,
raisin,o200k_base,614 23933,ra | isin,2,NO,614,ra,23933,isin,,,,,,,,,,,,,12436,,,,,,
raising,o200k_base,44588,raising,1,YES,44588,raising,,,,,,,,,,,,,,,12437,,,,,,
rake,o200k_base,81 814,r | ake,2,NO,81,r,814,ake,,,,,,,,,,,,,12438,,,,,,
rally,o200k_base,81 2146,r | ally,2,NO,81,r,2146,ally,,,,,,,,,,,,,12439,,,,,,
rallying,o200k_base,81 2146 289,r | ally | ing,3,NO,81,r,2146,ally,289,ing,,,,,,,,,,,12440,,,,,,
ram,o200k_base,4829,ram,1,YES,4829,ram,,,,,,,,,,,,,,,12441,,,,,,
ramadan,o200k_base,4829 20533,ram | adan,2,NO,4829,ram,20533,adan,,,,,,,,,,,,,12442,,,,,,
ramble,o200k_base,4829 1124,ram | ble,2,NO,4829,ram,1124,ble,,,,,,,,,,,,,12443,,,,,,
rambling,o200k_base,4829 11037,ram | bling,2,NO,4829,ram,11037,bling,,,,,,,,,,,,,12444,,,,,,
ramification,o200k_base,4829 3166,ram | ification,2,NO,4829,ram,3166,ification,,,,,,,,,,,,,12445,,,,,,
ramp,o200k_base,81 1515,r | amp,2,NO,81,r,1515,amp,,,,,,,,,,,,,12446,,,,,,
rampage,o200k_base,81 1515 477,r | amp | age,3,NO,81,r,1515,amp,477,age,,,,,,,,,,,12447,,,,,,
rampant,o200k_base,81 1515 493,r | amp | ant,3,NO,81,r,1515,amp,493,ant,,,,,,,,,,,12448,,,,,,
ramshackle,o200k_base,4829 1116 131203,ram | sh | ackle,3,NO,4829,ram,1116,sh,131203,ackle,,,,,,,,,,,12449,,,,,,
ranch,o200k_base,81 4953,r | anch,2,NO,81,r,4953,anch,,,,,,,,,,,,,12450,,,,,,
rancher,o200k_base,81 4953 259,r | anch | er,3,NO,81,r,4953,anch,259,er,,,,,,,,,,,12451,,,,,,
ranching,o200k_base,81 4953 289,r | anch | ing,3,NO,81,r,4953,anch,289,ing,,,,,,,,,,,12452,,,,,,
rancid,o200k_base,81 1054 315,r | anc | id,3,NO,81,r,1054,anc,315,id,,,,,,,,,,,12453,,,,,,
random,o200k_base,22568,random,1,YES,22568,random,,,,,,,,,,,,,,,12454,,,,,,
randomized,o200k_base,22568 2110,random | ized,2,NO,22568,random,2110,ized,,,,,,,,,,,,,12455,,,,,,
randomly,o200k_base,22568 423,random | ly,2,NO,22568,random,423,ly,,,,,,,,,,,,,12456,,,,,,
range,o200k_base,20967,range,1,YES,20967,range,,,,,,,,,,,,,,,12457,,,,,,
ranger,o200k_base,81 5249,r | anger,2,NO,81,r,5249,anger,,,,,,,,,,,,,12458,,,,,,
rank,o200k_base,30162,rank,1,YES,30162,rank,,,,,,,,,,,,,,,12459,,,,,,
ranked,o200k_base,30162 295,rank | ed,2,NO,30162,rank,295,ed,,,,,,,,,,,,,12460,,,,,,
ranking,o200k_base,194357,ranking,1,YES,194357,ranking,,,,,,,,,,,,,,,12461,,,,,,
ransack,o200k_base,80033 552,rans | ack,2,NO,80033,rans,552,ack,,,,,,,,,,,,,12462,,,,,,
ransom,o200k_base,81 68196,r | ansom,2,NO,81,r,68196,ansom,,,,,,,,,,,,,12463,,,,,,
rant,o200k_base,61380,rant,1,YES,61380,rant,,,,,,,,,,,,,,,12464,,,,,,
rap,o200k_base,1807,rap,1,YES,1807,rap,,,,,,,,,,,,,,,12465,,,,,,
rape,o200k_base,68680,rape,1,YES,68680,rape,,,,,,,,,,,,,,,12466,,,,,,
rapid,o200k_base,105316,rapid,1,YES,105316,rapid,,,,,,,,,,,,,,,12467,,,,,,
rapidly,o200k_base,105316 423,rapid | ly,2,NO,105316,rapid,423,ly,,,,,,,,,,,,,12468,,,,,,
rapist,o200k_base,1807 421,rap | ist,2,NO,1807,rap,421,ist,,,,,,,,,,,,,12469,,,,,,
rapper,o200k_base,6955,rapper,1,YES,6955,rapper,,,,,,,,,,,,,,,12470,,,,,,
rapport,o200k_base,135539,rapport,1,YES,135539,rapport,,,,,,,,,,,,,,,12471,,,,,,
rapprochement,o200k_base,1807 823 926 508,rap | pro | che | ment,4,NO,1807,rap,823,pro,926,che,508,ment,,,,,,,,,12472,,,,,,
rapt,o200k_base,1807 83,rap | t,2,NO,1807,rap,83,t,,,,,,,,,,,,,12473,,,,,,
raptor,o200k_base,1807 11550,rap | tor,2,NO,1807,rap,11550,tor,,,,,,,,,,,,,12474,,,,,,
rapture,o200k_base,1807 83 627,rap | t | ure,3,NO,1807,rap,83,t,627,ure,,,,,,,,,,,12475,,,,,,
rare,o200k_base,60785,rare,1,YES,60785,rare,,,,,,,,,,,,,,,12476,,,,,,
rarely,o200k_base,60785 423,rare | ly,2,NO,60785,rare,423,ly,,,,,,,,,,,,,12477,,,,,,
rarity,o200k_base,13715 536,rar | ity,2,NO,13715,rar,536,ity,,,,,,,,,,,,,12478,,,,,,
rash,o200k_base,159400,rash,1,YES,159400,rash,,,,,,,,,,,,,,,12479,,,,,,
raspberry,o200k_base,6285 79 19772,ras | p | berry,3,NO,6285,ras,79,p,19772,berry,,,,,,,,,,,12480,,,,,,
rat,o200k_base,11990,rat,1,YES,11990,rat,,,,,,,,,,,,,,,12481,,,,,,
rate,o200k_base,18514,rate,1,YES,18514,rate,,,,,,,,,,,,,,,12482,,,,,,
rater,o200k_base,81 1005,r | ater,2,NO,81,r,1005,ater,,,,,,,,,,,,,12483,,,,,,
rather,o200k_base,160689,rather,1,YES,160689,rather,,,,,,,,,,,,,,,12484,,,,,,
ratification,o200k_base,11990 3166,rat | ification,2,NO,11990,rat,3166,ification,,,,,,,,,,,,,12485,,,,,,
ratify,o200k_base,11990 1985,rat | ify,2,NO,11990,rat,1985,ify,,,,,,,,,,,,,12486,,,,,,
rating,o200k_base,42877,rating,1,YES,42877,rating,,,,,,,,,,,,,,,12487,,,,,,
ratio,o200k_base,81339,ratio,1,YES,81339,ratio,,,,,,,,,,,,,,,12488,,,,,,
ration,o200k_base,145316,ration,1,YES,145316,ration,,,,,,,,,,,,,,,12489,,,,,,
rational,o200k_base,81 1953,r | ational,2,NO,81,r,1953,ational,,,,,,,,,,,,,12490,,,,,,
rationale,o200k_base,81 29469,r | ationale,2,NO,81,r,29469,ationale,,,,,,,,,,,,,12491,,,,,,
rationality,o200k_base,81 1953 536,r | ational | ity,3,NO,81,r,1953,ational,536,ity,,,,,,,,,,,12492,,,,,,
rationalization,o200k_base,81 1953 2860,r | ational | ization,3,NO,81,r,1953,ational,2860,ization,,,,,,,,,,,12493,,,,,,
rationalize,o200k_base,81 1953 750,r | ational | ize,3,NO,81,r,1953,ational,750,ize,,,,,,,,,,,12494,,,,,,
rationally,o200k_base,81 1953 423,r | ational | ly,3,NO,81,r,1953,ational,423,ly,,,,,,,,,,,12495,,,,,,
rationing,o200k_base,145316 289,ration | ing,2,NO,145316,ration,289,ing,,,,,,,,,,,,,12496,,,,,,
rattle,o200k_base,81 8154,r | attle,2,NO,81,r,8154,attle,,,,,,,,,,,,,12497,,,,,,
rattlesnake,o200k_base,81 2002 1032 115179,r | att | les | nake,4,NO,81,r,2002,att,1032,les,115179,nake,,,,,,,,,12498,,,,,,
raucous,o200k_base,614 1734 784,ra | uc | ous,3,NO,614,ra,1734,uc,784,ous,,,,,,,,,,,12499,,,,,,
ravage,o200k_base,33294 477,rav | age,2,NO,33294,rav,477,age,,,,,,,,,,,,,12500,,,,,,
ravages,o200k_base,33294 1461,rav | ages,2,NO,33294,rav,1461,ages,,,,,,,,,,,,,12501,,,,,,
rave,o200k_base,81 577,r | ave,2,NO,81,r,577,ave,,,,,,,,,,,,,12502,,,,,,
raven,o200k_base,81 6260,r | aven,2,NO,81,r,6260,aven,,,,,,,,,,,,,12503,,,,,,
ravine,o200k_base,33294 514,rav | ine,2,NO,33294,rav,514,ine,,,,,,,,,,,,,12504,,,,,,
ravioli,o200k_base,81 7183 9967,r | avi | oli,3,NO,81,r,7183,avi,9967,oli,,,,,,,,,,,12505,,,,,,
raw,o200k_base,1618,raw,1,YES,1618,raw,,,,,,,,,,,,,,,12506,,,,,,
ray,o200k_base,25430,ray,1,YES,25430,ray,,,,,,,,,,,,,,,12507,,,,,,
raze,o200k_base,614 1547,ra | ze,2,NO,614,ra,1547,ze,,,,,,,,,,,,,12508,,,,,,
razor,o200k_base,9524 267,raz | or,2,NO,9524,raz,267,or,,,,,,,,,,,,,12509,,,,,,
rbi,o200k_base,81 6738,r | bi,2,NO,81,r,6738,bi,,,,,,,,,,,,,12510,,,,,,
re-create,o200k_base,264 86871,re | -create,2,NO,264,re,86871,-create,,,,,,,,,,,,,12511,,,,,,
re-elect,o200k_base,264 101161,re | -elect,2,NO,264,re,101161,-elect,,,,,,,,,,,,,12512,,,,,,
re-election,o200k_base,264 118182,re | -election,2,NO,264,re,118182,-election,,,,,,,,,,,,,12513,,,,,,
re-emerge,o200k_base,264 37155 25056,re | -em | erge,3,NO,264,re,37155,-em,25056,erge,,,,,,,,,,,12514,,,,,,
re-enact,o200k_base,264 17888 588,re | -en | act,3,NO,264,re,17888,-en,588,act,,,,,,,,,,,12515,,,,,,
re-enactment,o200k_base,264 17888 588 508,re | -en | act | ment,4,NO,264,re,17888,-en,588,act,508,ment,,,,,,,,,12516,,,,,,
re-enter,o200k_base,264 124448,re | -enter,2,NO,264,re,124448,-enter,,,,,,,,,,,,,12517,,,,,,
re-entry,o200k_base,264 108222,re | -entry,2,NO,264,re,108222,-entry,,,,,,,,,,,,,12518,,,,,,
re-establish,o200k_base,264 49572 48211,re | -est | ablish,3,NO,264,re,49572,-est,48211,ablish,,,,,,,,,,,12519,,,,,,
re-evaluate,o200k_base,264 7863 28899,re | -e | valuate,3,NO,264,re,7863,-e,28899,valuate,,,,,,,,,,,12520,,,,,,
re-examine,o200k_base,264 15801 19980,re | -ex | amine,3,NO,264,re,15801,-ex,19980,amine,,,,,,,,,,,12521,,,,,,
re,o200k_base,264,re,1,YES,264,re,,,,,,,,,,,,,,,12522,,,,,,
reach,o200k_base,29926,reach,1,YES,29926,reach,,,,,,,,,,,,,,,12523,,,,,,
react,o200k_base,4637,react,1,YES,4637,react,,,,,,,,,,,,,,,12524,,,,,,
reaction,o200k_base,132769,reaction,1,YES,132769,reaction,,,,,,,,,,,,,,,12525,,,,,,
reactionary,o200k_base,132769 815,reaction | ary,2,NO,132769,reaction,815,ary,,,,,,,,,,,,,12526,,,,,,
reactive,o200k_base,4637 585,react | ive,2,NO,4637,react,585,ive,,,,,,,,,,,,,12527,,,,,,
reactor,o200k_base,4637 267,react | or,2,NO,4637,react,267,or,,,,,,,,,,,,,12528,,,,,,
read,o200k_base,1293,read,1,YES,1293,read,,,,,,,,,,,,,,,12529,,,,,,
readable,o200k_base,1293 562,read | able,2,NO,1293,read,562,able,,,,,,,,,,,,,12530,,,,,,
reader,o200k_base,22564,reader,1,YES,22564,reader,,,,,,,,,,,,,,,12531,,,,,,
readership,o200k_base,1293 6441,read | ership,2,NO,1293,read,6441,ership,,,,,,,,,,,,,12532,,,,,,
readily,o200k_base,1293 1810,read | ily,2,NO,1293,read,1810,ily,,,,,,,,,,,,,12533,,,,,,
readiness,o200k_base,1293 1811,read | iness,2,NO,1293,read,1811,iness,,,,,,,,,,,,,12534,,,,,,
reading,o200k_base,47248,reading,1,YES,47248,reading,,,,,,,,,,,,,,,12535,,,,,,
readjust,o200k_base,1293 5283,read | just,2,NO,1293,read,5283,just,,,,,,,,,,,,,12536,,,,,,
ready-made,o200k_base,3662 37540,ready | -made,2,NO,3662,ready,37540,-made,,,,,,,,,,,,,12537,,,,,,
ready,o200k_base,3662,ready,1,YES,3662,ready,,,,,,,,,,,,,,,12538,,,,,,
reaffirm,o200k_base,264 118217,re | affirm,2,NO,264,re,118217,affirm,,,,,,,,,,,,,12539,,,,,,
real-life,o200k_base,13187 40384,real | -life,2,NO,13187,real,40384,-life,,,,,,,,,,,,,12540,,,,,,
real-time,o200k_base,13187 10158,real | -time,2,NO,13187,real,10158,-time,,,,,,,,,,,,,12541,,,,,,
real-world,o200k_base,13187 52939,real | -world,2,NO,13187,real,52939,-world,,,,,,,,,,,,,12542,,,,,,
real,o200k_base,13187,real,1,YES,13187,real,,,,,,,,,,,,,,,12543,,,,,,
realignment,o200k_base,13187 5499,real | ignment,2,NO,13187,real,5499,ignment,,,,,,,,,,,,,12544,,,,,,
realism,o200k_base,13187 2367,real | ism,2,NO,13187,real,2367,ism,,,,,,,,,,,,,12545,,,,,,
realist,o200k_base,13187 421,real | ist,2,NO,13187,real,421,ist,,,,,,,,,,,,,12546,,,,,,
realistic,o200k_base,13187 6207,real | istic,2,NO,13187,real,6207,istic,,,,,,,,,,,,,12547,,,,,,
realistically,o200k_base,13187 67862,real | istically,2,NO,13187,real,67862,istically,,,,,,,,,,,,,12548,,,,,,
reality,o200k_base,264 9443,re | ality,2,NO,264,re,9443,ality,,,,,,,,,,,,,12549,,,,,,
realization,o200k_base,13187 2860,real | ization,2,NO,13187,real,2860,ization,,,,,,,,,,,,,12550,,,,,,
realize,o200k_base,13187 750,real | ize,2,NO,13187,real,750,ize,,,,,,,,,,,,,12551,,,,,,
really,o200k_base,105422,really,1,YES,105422,really,,,,,,,,,,,,,,,12552,,,,,,
realm,o200k_base,137391,realm,1,YES,137391,realm,,,,,,,,,,,,,,,12553,,,,,,
realtor,o200k_base,264 3271 267,re | alt | or,3,NO,264,re,3271,alt,267,or,,,,,,,,,,,12554,,,,,,
ream,o200k_base,1809,ream,1,YES,1809,ream,,,,,,,,,,,,,,,12555,,,,,,
reap,o200k_base,264 403,re | ap,2,NO,264,re,403,ap,,,,,,,,,,,,,12556,,,,,,
reappear,o200k_base,264 61410,re | appear,2,NO,264,re,61410,appear,,,,,,,,,,,,,12557,,,,,,
rear,o200k_base,108863,rear,1,YES,108863,rear,,,,,,,,,,,,,,,12558,,,,,,
rearrange,o200k_base,264 1614 1052,re | arr | ange,3,NO,264,re,1614,arr,1052,ange,,,,,,,,,,,12559,,,,,,
rearview,o200k_base,108863 1282,rear | view,2,NO,108863,rear,1282,view,,,,,,,,,,,,,12560,,,,,,
reason,o200k_base,42743,reason,1,YES,42743,reason,,,,,,,,,,,,,,,12561,,,,,,
reasonable,o200k_base,103464,reasonable,1,YES,103464,reasonable,,,,,,,,,,,,,,,12562,,,,,,
reasonably,o200k_base,42743 4235,reason | ably,2,NO,42743,reason,4235,ably,,,,,,,,,,,,,12563,,,,,,
reasoned,o200k_base,42743 295,reason | ed,2,NO,42743,reason,295,ed,,,,,,,,,,,,,12564,,,,,,
reasoning,o200k_base,42743 289,reason | ing,2,NO,42743,reason,289,ing,,,,,,,,,,,,,12565,,,,,,
reassemble,o200k_base,264 69448,re | assemble,2,NO,264,re,69448,assemble,,,,,,,,,,,,,12566,,,,,,
reassert,o200k_base,264 3940,re | assert,2,NO,264,re,3940,assert,,,,,,,,,,,,,12567,,,,,,
reassess,o200k_base,264 456 436,re | ass | ess,3,NO,264,re,456,ass,436,ess,,,,,,,,,,,12568,,,,,,
reassessment,o200k_base,264 157609,re | assessment,2,NO,264,re,157609,assessment,,,,,,,,,,,,,12569,,,,,,
reassign,o200k_base,264 14297,re | assign,2,NO,264,re,14297,assign,,,,,,,,,,,,,12570,,,,,,
reassurance,o200k_base,264 456 5674,re | ass | urance,3,NO,264,re,456,ass,5674,urance,,,,,,,,,,,12571,,,,,,
reassure,o200k_base,264 456 627,re | ass | ure,3,NO,264,re,456,ass,627,ure,,,,,,,,,,,12572,,,,,,
reassuring,o200k_base,264 456 4788,re | ass | uring,3,NO,264,re,456,ass,4788,uring,,,,,,,,,,,12573,,,,,,
rebate,o200k_base,19100 379,reb | ate,2,NO,19100,reb,379,ate,,,,,,,,,,,,,12574,,,,,,
rebel,o200k_base,264 9880,re | bel,2,NO,264,re,9880,bel,,,,,,,,,,,,,12575,,,,,,
rebellion,o200k_base,19100 596 294,reb | ell | ion,3,NO,19100,reb,596,ell,294,ion,,,,,,,,,,,12576,,,,,,
rebellious,o200k_base,19100 596 1595,reb | ell | ious,3,NO,19100,reb,596,ell,1595,ious,,,,,,,,,,,12577,,,,,,
rebirth,o200k_base,19100 12888,reb | irth,2,NO,19100,reb,12888,irth,,,,,,,,,,,,,12578,,,,,,
reborn,o200k_base,19100 2558,reb | orn,2,NO,19100,reb,2558,orn,,,,,,,,,,,,,12579,,,,,,
rebound,o200k_base,264 18791,re | bound,2,NO,264,re,18791,bound,,,,,,,,,,,,,12580,,,,,,
rebuff,o200k_base,19100 1972,reb | uff,2,NO,19100,reb,1972,uff,,,,,,,,,,,,,12581,,,,,,
rebuild,o200k_base,264 9242,re | build,2,NO,264,re,9242,build,,,,,,,,,,,,,12582,,,,,,
rebuilding,o200k_base,264 38555,re | building,2,NO,264,re,38555,building,,,,,,,,,,,,,12583,,,,,,
rebuilt,o200k_base,19100 15123,reb | uilt,2,NO,19100,reb,15123,uilt,,,,,,,,,,,,,12584,,,,,,
rebuke,o200k_base,19100 10307,reb | uke,2,NO,19100,reb,10307,uke,,,,,,,,,,,,,12585,,,,,,
rebut,o200k_base,264 8293,re | but,2,NO,264,re,8293,but,,,,,,,,,,,,,12586,,,,,,
rebuttal,o200k_base,264 8293 44858,re | but | tal,3,NO,264,re,8293,but,44858,tal,,,,,,,,,,,12587,,,,,,
recalcitrant,o200k_base,264 49633 13445 493,re | calc | itr | ant,4,NO,264,re,49633,calc,13445,itr,493,ant,,,,,,,,,12588,,,,,,
recall,o200k_base,9285 586,rec | all,2,NO,9285,rec,586,all,,,,,,,,,,,,,12589,,,,,,
recapture,o200k_base,9285 18626,rec | apture,2,NO,9285,rec,18626,apture,,,,,,,,,,,,,12590,,,,,,
recast,o200k_base,264 5223,re | cast,2,NO,264,re,5223,cast,,,,,,,,,,,,,12591,,,,,,
recede,o200k_base,264 163658,re | cede,2,NO,264,re,163658,cede,,,,,,,,,,,,,12592,,,,,,
receipt,o200k_base,130641,receipt,1,YES,130641,receipt,,,,,,,,,,,,,,,12593,,,,,,
receive,o200k_base,75069,receive,1,YES,75069,receive,,,,,,,,,,,,,,,12594,,,,,,
received,o200k_base,79385,received,1,YES,79385,received,,,,,,,,,,,,,,,12595,,,,,,
receiver,o200k_base,74341,receiver,1,YES,74341,receiver,,,,,,,,,,,,,,,12596,,,,,,
receiving,o200k_base,17742 2690,rece | iving,2,NO,17742,rece,2690,iving,,,,,,,,,,,,,12597,,,,,,
recent,o200k_base,87519,recent,1,YES,87519,recent,,,,,,,,,,,,,,,12598,,,,,,
recently,o200k_base,87519 423,recent | ly,2,NO,87519,recent,423,ly,,,,,,,,,,,,,12599,,,,,,
receptacle,o200k_base,264 953 10500,re | cept | acle,3,NO,264,re,953,cept,10500,acle,,,,,,,,,,,12600,,,,,,
reception,o200k_base,264 1317,re | ception,2,NO,264,re,1317,ception,,,,,,,,,,,,,12601,,,,,,
receptionist,o200k_base,264 1317 421,re | ception | ist,3,NO,264,re,1317,ception,421,ist,,,,,,,,,,,12602,,,,,,
receptive,o200k_base,264 953 585,re | cept | ive,3,NO,264,re,953,cept,585,ive,,,,,,,,,,,12603,,,,,,
receptor,o200k_base,264 21570,re | ceptor,2,NO,264,re,21570,ceptor,,,,,,,,,,,,,12604,,,,,,
recess,o200k_base,264 1185,re | cess,2,NO,264,re,1185,cess,,,,,,,,,,,,,12605,,,,,,
recession,o200k_base,264 36438,re | cession,2,NO,264,re,36438,cession,,,,,,,,,,,,,12606,,,,,,
recharge,o200k_base,264 16623,re | charge,2,NO,264,re,16623,charge,,,,,,,,,,,,,12607,,,,,,
recipe,o200k_base,54433,recipe,1,YES,54433,recipe,,,,,,,,,,,,,,,12608,,,,,,
recipient,o200k_base,83703,recipient,1,YES,83703,recipient,,,,,,,,,,,,,,,12609,,,,,,
reciprocal,o200k_base,9285 64669 5842,rec | ipro | cal,3,NO,9285,rec,64669,ipro,5842,cal,,,,,,,,,,,12610,,,,,,
reciprocate,o200k_base,9285 488 27212 379,rec | ip | roc | ate,4,NO,9285,rec,488,ip,27212,roc,379,ate,,,,,,,,,12611,,,,,,
reciprocity,o200k_base,9285 64669 17500,rec | ipro | city,3,NO,9285,rec,64669,ipro,17500,city,,,,,,,,,,,12612,,,,,,
recital,o200k_base,9285 2258,rec | ital,2,NO,9285,rec,2258,ital,,,,,,,,,,,,,12613,,,,,,
recitation,o200k_base,9285 7949,rec | itation,2,NO,9285,rec,7949,itation,,,,,,,,,,,,,12614,,,,,,
recite,o200k_base,9285 651,rec | ite,2,NO,9285,rec,651,ite,,,,,,,,,,,,,12615,,,,,,
reckless,o200k_base,39909 2695,reck | less,2,NO,39909,reck,2695,less,,,,,,,,,,,,,12616,,,,,,
recklessly,o200k_base,39909 24550,reck | lessly,2,NO,39909,reck,24550,lessly,,,,,,,,,,,,,12617,,,,,,
reckon,o200k_base,39909 263,reck | on,2,NO,39909,reck,263,on,,,,,,,,,,,,,12618,,,,,,
reckoning,o200k_base,39909 30816,reck | oning,2,NO,39909,reck,30816,oning,,,,,,,,,,,,,12619,,,,,,
reclaim,o200k_base,264 18410,re | claim,2,NO,264,re,18410,claim,,,,,,,,,,,,,12620,,,,,,
recline,o200k_base,264 165093,re | cline,2,NO,264,re,165093,cline,,,,,,,,,,,,,12621,,,,,,
recliner,o200k_base,264 565 6010,re | cl | iner,3,NO,264,re,565,cl,6010,iner,,,,,,,,,,,12622,,,,,,
reclusive,o200k_base,264 23591,re | clusive,2,NO,264,re,23591,clusive,,,,,,,,,,,,,12623,,,,,,
recognition,o200k_base,70371 868,recogn | ition,2,NO,70371,recogn,868,ition,,,,,,,,,,,,,12624,,,,,,
recognizable,o200k_base,70371 12243,recogn | izable,2,NO,70371,recogn,12243,izable,,,,,,,,,,,,,12625,,,,,,
recognize,o200k_base,70371 750,recogn | ize,2,NO,70371,recogn,750,ize,,,,,,,,,,,,,12626,,,,,,
recognized,o200k_base,106081,recognized,1,YES,106081,recognized,,,,,,,,,,,,,,,12627,,,,,,
recoil,o200k_base,264 78366,re | coil,2,NO,264,re,78366,coil,,,,,,,,,,,,,12628,,,,,,
recollect,o200k_base,264 25670,re | collect,2,NO,264,re,25670,collect,,,,,,,,,,,,,12629,,,,,,
recollection,o200k_base,264 18675,re | collection,2,NO,264,re,18675,collection,,,,,,,,,,,,,12630,,,,,,
recommend,o200k_base,135642,recommend,1,YES,135642,recommend,,,,,,,,,,,,,,,12631,,,,,,
recommendation,o200k_base,135642 387,recommend | ation,2,NO,135642,recommend,387,ation,,,,,,,,,,,,,12632,,,,,,
recommended,o200k_base,158547,recommended,1,YES,158547,recommended,,,,,,,,,,,,,,,12633,,,,,,
